Investment_ID,Tree_ID,Date_ID,Maintenance_Cost,Growth_cm,Carbon_Credits
I00567,T003,20200511,548.42,59.7,2104.46
I00568,T003,20200608,900.47,62.0,1375.8
I00569,T002,20210105,949.52,13.4,1753.5
I00570,T004,20241226,628.23,93.4,2372.67
I00571,T005,20231121,1291.92,73.0,1821.56
I00572,T001,20210803,905.04,85.4,1380.9
I00573,T005,20201129,577.21,52.9,1886.66
I00574,T002,20221130,1594.99,70.4,677.36
I00575,T003,20220622,855.49,89.7,706.69
I00576,T001,20240403,943.89,14.0,567.88
I00577,T002,20201005,2062.2,87.1,2229.16
I00578,T002,20220730,1846.89,28.8,1818.88
I00579,T001,20210630,1224.52,17.3,1178.85
I00580,T001,20210107,2181.83,38.0,2107.82
I00581,T003,20210226,1792.7,11.0,2496.52
I00582,T004,20230127,673.4,57.1,2348.81
I00583,T001,20201202,1295.73,37.9,2438.59
I00584,T005,20220426,731.66,64.0,1123.19
I00585,T005,20220422,1574.64,53.1,1809.89
I00586,T002,20220830,2628.77,49.8,1804.95
I00587,T004,20240330,2349.72,86.4,1221.35
I00588,T003,20211115,2699.5,16.8,1754.65
I00589,T004,20201002,1088.02,28.1,935.2
I00590,T001,20240219,1821.36,16.9,2131.58
I00591,T004,20210808,1139.22,60.1,873.68
I00592,T001,20200303,1033.53,29.0,2142.93
I00593,T003,20210109,761.48,15.7,1863.62
I00594,T005,20210928,2078.83,70.6,2006.09
I00595,T005,20230726,2861.51,52.7,2367.96
I00596,T004,20220509,1432.57,10.0,1158.88
I00597,T005,20240429,1456.24,54.0,2270.97
I00598,T002,20210828,2189.58,45.7,2122.36
I00599,T002,20240528,2941.78,59.7,1909.01
I00600,T005,20220302,2210.09,65.3,579.73
I00601,T002,20200326,2984.71,63.6,777.47
I00602,T001,20240703,2192.9,87.3,1265.2
I00603,T004,20220618,2676.13,18.7,545.33
I00604,T005,20221225,1340.35,83.1,1514.74
I00605,T001,20230828,2239.42,90.1,776.04
I00606,T004,20200201,2258.84,52.1,650.38
I00607,T001,20210510,1870.64,35.7,2326.47
I00608,T001,20240119,1724.91,76.4,2394.23
I00609,T003,20230602,1927.75,73.0,866.5
I00610,T002,20201123,2415.26,27.2,2148.44
I00611,T001,20220712,1771.13,55.2,978.73
I00612,T002,20200113,1191.24,32.2,2327.05
I00613,T003,20210226,2099.28,56.1,2141.91
I00614,T002,20240718,980.43,79.9,2021.07
I00615,T002,20211005,1601.47,99.6,851.41
I00616,T004,20210416,2744.27,53.1,924.49
I00617,T003,20231224,960.86,16.4,2092.12
I00618,T005,20230730,2233.95,19.4,819.6
I00619,T005,20230327,2942.91,36.9,1813.21
I00620,T003,20200927,2713.25,59.3,2404.49
I00621,T003,20200225,1248.57,30.2,1405.87
I00622,T005,20241202,1691.76,56.7,1600.21
I00623,T002,20240913,1554.18,63.1,1506.35
I00624,T004,20230929,1828.41,43.7,1945.79
I00625,T005,20221213,2094.77,99.8,1842.41
I00626,T004,20220416,1572.93,58.3,964.95
I00627,T002,20240523,1434.64,82.7,730.29
I00628,T001,20240621,2618.87,40.5,1815.81
I00629,T003,20200422,2649.11,32.5,799.74
I00630,T002,20200207,2892.73,12.6,1769.58
I00631,T001,20230928,1751.49,57.6,1322.71
I00632,T004,20210503,2414.09,14.9,2171.2
I00633,T003,20241129,1970.56,54.2,1709.86
I00634,T004,20231204,756.3,72.9,2258.0
I00635,T004,20220511,748.75,54.0,1659.94
I00636,T002,20230920,795.49,71.6,1992.75
I00637,T005,20210529,2079.81,92.4,1576.06
I00638,T001,20210223,2464.51,38.0,2101.08
I00639,T004,20230504,1013.56,23.2,584.47
I00640,T002,20241103,2067.45,76.9,1423.59
I00641,T004,20240912,1020.68,10.7,1423.73
I00642,T001,20210201,2902.69,20.3,746.36
I00643,T002,20231012,1881.53,58.3,844.31
I00644,T005,20200513,2243.54,46.2,1502.52
I00645,T003,20200409,1630.99,26.4,2444.22
I00646,T001,20220919,2139.15,89.7,1171.22
I00647,T001,20220425,680.97,64.8,1788.65
I00648,T003,20200716,1864.93,26.1,1834.74
I00649,T005,20241118,1612.06,48.1,1002.06
I00650,T005,20220320,2422.49,89.6,1817.78
I00651,T003,20220427,1607.28,61.0,1358.44
I00652,T001,20211005,750.04,14.4,1660.39
I00653,T003,20200114,1727.81,94.2,1125.28
I00654,T003,20220912,2353.96,27.0,2003.97
I00655,T002,20210617,1171.86,28.9,2219.9
I00656,T004,20221211,2338.49,64.3,1036.19
I00657,T004,20240911,1260.63,74.2,797.86
I00658,T001,20211021,1131.18,12.8,1346.56
I00659,T005,20240730,1543.27,96.2,1146.51
I00660,T005,20211115,1454.38,75.0,1605.08
I00661,T005,20231122,1717.86,32.3,1795.0
I00662,T003,20220106,1817.12,46.2,670.49
I00663,T005,20210817,2185.08,99.3,1147.65
I00664,T002,20210525,1813.57,58.1,1350.21
I00665,T002,20200112,2927.04,79.6,514.57
I00666,T001,20230829,789.81,52.4,1281.99
I00667,T003,20231022,2613.68,99.5,1151.2
I00668,T003,20240102,711.34,22.6,2266.12
I00669,T003,20230417,1758.83,68.0,2474.97
I00670,T002,20210612,603.52,41.9,1715.65
I00671,T005,20220614,1154.24,10.8,1138.39
I00672,T004,20210916,812.88,69.2,1407.87
I00673,T005,20230903,895.3,81.1,1299.29
I00674,T001,20230428,1564.14,78.6,1118.3
I00675,T004,20240124,2772.74,40.0,1314.85
I00676,T003,20231106,946.25,81.6,716.4
I00677,T002,20230412,2881.25,79.1,1628.61
I00678,T003,20210928,1484.61,46.5,907.23
I00679,T004,20230824,640.9,35.8,1375.55
I00680,T004,20211206,1967.39,40.0,2222.83
I00681,T005,20231116,2453.65,65.7,1935.83
I00682,T001,20230401,1621.16,73.6,2377.14
I00683,T002,20210906,1964.44,11.0,2064.84
I00684,T002,20210722,2836.14,57.3,1982.34
I00685,T002,20211013,602.86,49.2,1896.94
I00686,T005,20220409,1699.38,94.8,877.77
I00687,T003,20210629,796.34,27.5,869.34
I00688,T005,20230303,1567.53,36.4,1209.02
I00689,T001,20220120,2080.93,73.5,2024.76
I00690,T003,20200404,2701.05,57.9,2480.18
I00691,T003,20200530,1832.85,75.9,1366.51
I00692,T005,20240727,1754.33,14.9,2376.31
I00693,T001,20220117,2910.94,27.9,972.84
I00694,T001,20240729,1561.54,20.8,1905.66
I00695,T004,20240831,617.67,35.6,2207.85
I00696,T005,20240803,2752.33,93.1,850.43
I00697,T002,20220901,1882.75,39.4,1532.51
I00698,T001,20220518,2730.66,13.6,1801.52
I00699,T001,20240915,1715.52,17.6,642.85
I00700,T005,20201207,508.78,41.8,1211.48
I00701,T005,20220401,1579.15,73.3,2246.18
I00702,T001,20230712,1976.87,45.4,1153.89
I00703,T003,20230417,1382.56,81.6,1393.55
I00704,T003,20201020,1714.18,75.0,2055.91
I00705,T003,20230101,2935.82,32.6,1602.19
I00706,T003,20220729,1900.98,63.6,1315.55
I00707,T005,20210605,2587.12,68.6,1599.14
I00708,T001,20201206,2334.73,39.6,854.71
I00709,T004,20211115,1835.45,95.6,2407.66
I00710,T002,20230520,970.19,63.3,617.25
I00711,T002,20240206,1128.11,89.1,2191.06
I00712,T002,20221222,1676.64,85.5,2008.4
I00713,T001,20210116,2021.86,90.8,1928.44
I00714,T001,20241223,1001.0,58.4,2483.23
I00715,T003,20231016,2209.09,77.9,1282.97
I00716,T003,20240701,2451.64,86.8,1346.34
I00717,T002,20200317,2163.38,42.7,1956.39
I00718,T004,20220811,1269.54,50.7,977.75
I00719,T002,20200630,2598.1,90.6,1682.7
I00720,T002,20211209,2198.21,60.7,1976.99
I00721,T002,20220823,2186.58,58.8,535.43
I00722,T001,20220731,1161.32,22.8,2114.02
I00723,T005,20210520,2073.9,58.2,2417.14
I00724,T005,20240908,996.65,54.3,2052.5
I00725,T004,20210505,944.5,33.5,2149.33
I00726,T003,20240205,1457.56,82.8,1756.51
I00727,T004,20200304,2434.64,89.1,1599.55
I00728,T004,20230113,1302.61,41.8,1414.78
I00729,T005,20230617,663.48,23.6,1377.22
I00730,T005,20230205,2597.96,76.3,2116.04
I00731,T001,20230402,2499.2,90.9,607.57
I00732,T005,20220511,1588.24,87.1,1391.54
I00733,T004,20231110,952.22,47.2,2488.96
I00734,T005,20210311,1751.06,71.7,771.65
I00735,T002,20240529,1612.14,95.0,1088.06
I00736,T005,20200515,2332.87,85.7,869.89
I00737,T004,20220602,1832.8,33.8,1049.25
I00738,T001,20201208,1423.9,30.0,1301.88
I00739,T001,20240110,1691.08,73.0,2151.34
I00740,T001,20210829,596.58,58.7,1665.48
I00741,T001,20211115,2766.57,55.3,1830.07
I00742,T003,20241223,2204.93,91.0,1632.42
I00743,T004,20200427,2799.98,20.4,1011.47
I00744,T002,20230206,1020.85,54.9,841.08
I00745,T002,20200305,799.45,96.0,2146.95
I00746,T005,20200702,1723.27,19.6,1049.78
I00747,T005,20201210,1485.43,89.1,1952.18
I00748,T003,20230320,1990.04,50.8,1079.94
I00749,T001,20240819,2532.3,65.0,2466.69
I00750,T004,20240924,940.62,91.2,1347.4
I00751,T002,20231004,1154.78,96.1,958.18
I00752,T004,20211009,2087.02,92.7,2365.01
I00753,T003,20211205,1014.9,49.6,2291.98
I00754,T001,20200101,2977.95,56.4,796.73
I00755,T003,20240610,2760.67,32.0,1670.61
I00756,T003,20210616,1220.45,80.6,1082.08
I00757,T005,20241209,2624.38,55.5,1150.96
I00758,T004,20221113,1638.9,63.6,1932.78
I00759,T004,20240426,2206.11,26.2,2321.34
I00760,T003,20210925,1852.85,57.3,815.57
I00761,T003,20201114,2986.72,54.7,1134.47
I00762,T001,20221121,2256.62,69.9,821.67
I00763,T002,20200902,891.54,58.1,1799.64
I00764,T001,20230917,833.36,44.9,1803.94
I00765,T002,20240909,711.99,66.6,794.35
I00766,T005,20220613,792.69,22.9,2045.54
I00767,T005,20220411,1002.49,31.4,940.81
I00768,T002,20240518,2480.92,41.8,1100.2
I00769,T002,20220823,1799.07,65.1,1448.7
I00770,T004,20210503,1311.46,73.5,2378.55
I00771,T001,20240929,2510.06,38.5,1837.07
I00772,T002,20211012,1766.81,11.9,1945.73
I00773,T003,20221123,2850.48,23.0,2002.18
I00774,T003,20210328,2709.07,71.5,1511.52
I00775,T002,20221009,966.53,92.5,1091.09
I00776,T002,20201031,1632.72,84.5,2363.2
I00777,T003,20200330,2709.89,64.5,2476.43
I00778,T005,20240708,1998.4,41.5,1931.66
I00779,T005,20210827,1167.24,85.5,1729.73
I00780,T002,20200406,1376.65,43.0,1868.37
I00781,T001,20230921,1631.64,92.2,1423.45
I00782,T005,20200625,896.37,66.9,1338.32
I00783,T005,20220221,2636.69,84.3,1038.63
I00784,T001,20211127,650.15,83.5,728.87
I00785,T005,20201017,1724.67,15.4,1684.22
I00786,T003,20231205,820.48,70.1,1333.67
I00787,T003,20200619,570.71,28.3,1619.87
I00788,T002,20240622,2096.81,26.8,1954.84
I00789,T005,20240415,2030.75,37.1,1978.34
I00790,T004,20201106,2489.53,90.0,1421.58
I00791,T003,20220622,592.91,46.6,935.93
I00792,T004,20221004,2685.11,32.3,1114.08
I00793,T001,20230703,2210.53,11.7,1366.57
I00794,T001,20220611,1570.84,67.7,2107.77
I00795,T002,20240716,2903.29,50.8,876.28
I00796,T005,20240605,2362.97,75.7,1410.19
I00797,T002,20240206,2014.55,17.0,1728.53
I00798,T004,20200327,627.94,53.3,1060.46
I00799,T004,20240609,1011.47,37.0,2042.51
I00800,T005,20241205,2421.76,18.0,2363.81
I00801,T002,20221113,2337.92,41.1,1602.62
I00802,T004,20231123,2013.95,86.2,2156.85
I00803,T002,20220529,926.53,25.6,1892.45
I00804,T005,20201108,2207.88,42.3,1470.65
I00805,T001,20230211,2566.19,55.1,2408.29
I00806,T002,20210927,2337.31,73.1,961.06
I00807,T004,20240730,2136.88,24.4,1770.17
I00808,T005,20200717,1786.42,61.7,1019.32
I00809,T004,20211002,2696.26,56.6,2313.46
I00810,T004,20200322,2352.7,55.3,783.06
I00811,T005,20210925,1526.92,21.3,1861.81
I00812,T001,20220504,1736.92,36.2,568.11
I00813,T004,20201010,1270.45,67.0,1445.82
I00814,T003,20220523,1822.24,60.4,824.05
I00815,T002,20230613,2825.4,22.4,2394.75
I00816,T001,20240822,767.05,48.8,2054.01
I00817,T004,20211213,560.08,69.8,1680.68
I00818,T002,20200511,2694.96,15.6,2067.81
I00819,T003,20220928,808.86,64.2,1307.1
I00820,T002,20210825,1873.74,73.3,1143.15
I00821,T003,20211112,757.2,96.5,2141.93
I00822,T004,20220504,1567.56,60.7,581.21
I00823,T004,20230904,1530.95,72.6,1565.55
I00824,T001,20210402,1920.45,79.4,936.71
I00825,T002,20220422,2095.06,17.0,2251.7
I00826,T005,20231204,1645.29,59.1,1883.85
I00827,T001,20221209,890.97,50.0,1769.95
I00828,T003,20240928,1087.96,73.6,2407.27
I00829,T002,20210630,1009.27,18.0,1266.8
I00830,T003,20231209,1004.31,71.4,2284.26
I00831,T004,20220501,2132.13,23.8,2015.85
I00832,T003,20200408,853.25,20.3,1681.97
I00833,T003,20200219,682.84,74.1,712.12
I00834,T004,20220801,1176.56,77.9,839.04
I00835,T005,20220107,2194.56,30.3,1311.3
I00836,T004,20201206,1940.26,28.9,1785.02
I00837,T004,20231017,605.51,65.9,688.04
I00838,T005,20210228,2387.62,41.3,819.15
I00839,T001,20210511,1942.07,72.2,1694.52
I00840,T004,20241215,2190.92,15.0,1042.62
I00841,T005,20220811,2006.79,13.1,1703.05
I00842,T005,20220205,573.55,50.0,2111.52
I00843,T004,20230921,731.53,99.9,1924.16
I00844,T001,20210207,1945.88,81.8,1766.52
I00845,T002,20230209,1203.95,67.2,1519.74
I00846,T004,20231201,2640.65,19.1,970.89
I00847,T005,20230321,1263.32,71.0,1520.77
I00848,T001,20210701,1409.91,30.2,1820.03
I00849,T005,20220113,1893.96,67.5,1067.22
I00850,T001,20210628,832.2,64.8,843.43
I00851,T002,20201128,2294.3,19.2,2345.13
I00852,T003,20211127,1256.04,53.4,1781.97
I00853,T002,20230201,1700.33,44.4,1562.67
I00854,T004,20220612,567.64,93.6,1065.9
I00855,T003,20220216,673.72,62.1,2498.67
I00856,T003,20231022,2217.09,89.1,902.34
I00857,T001,20211016,962.97,70.3,711.77
I00858,T001,20200109,2842.39,28.3,1032.44
I00859,T005,20220726,955.8,96.9,1281.78
I00860,T005,20221108,1416.26,35.6,2444.01
I00861,T005,20230930,515.23,25.5,1413.74
I00862,T005,20220608,2551.61,91.8,1335.29
I00863,T004,20240709,2859.06,25.8,1351.73
I00864,T005,20240403,601.78,75.6,743.98
I00865,T001,20240517,836.27,38.1,817.77
I00866,T001,20220420,1153.14,56.7,1847.96
I00867,T005,20210517,2152.26,86.7,1156.13
I00868,T005,20200522,1428.62,77.5,1641.76
I00869,T005,20211201,1245.29,55.2,1032.9
I00870,T001,20200513,2393.37,13.8,519.41
I00871,T005,20220502,1101.68,45.8,1629.66
I00872,T003,20200115,1718.77,28.1,1296.9
I00873,T001,20200226,1084.11,75.5,2432.74
I00874,T003,20220107,1664.38,91.0,1238.02
I00875,T001,20240318,862.83,63.8,2144.62
I00876,T001,20200728,2578.94,96.5,1189.21
I00877,T001,20210414,2605.34,81.7,868.97
I00878,T004,20230728,2122.44,72.0,2033.99
I00879,T004,20221014,1425.74,88.9,2236.3
I00880,T004,20230217,2308.29,63.0,1066.99
I00881,T001,20210112,2697.6,11.1,909.1
I00882,T002,20220101,934.99,44.9,1802.54
I00883,T005,20200419,756.67,99.6,1077.31
I00884,T003,20211217,1237.33,25.7,2110.29
I00885,T001,20200130,986.56,32.0,989.86
I00886,T001,20230120,942.86,95.5,1247.11
I00887,T001,20230718,1043.84,40.5,1882.35
I00888,T003,20240623,1809.87,12.4,1866.28
I00889,T003,20210629,2088.99,98.6,1476.47
I00890,T004,20211229,2613.9,66.7,620.22
I00891,T003,20241220,701.08,83.9,852.56
I00892,T003,20240205,1499.57,58.9,1794.85
I00893,T002,20230825,2835.99,55.0,1186.96
I00894,T003,20210926,2589.37,50.8,2343.18
I00895,T004,20211224,2995.75,45.5,1075.94
I00896,T002,20230625,2493.43,67.2,1162.35
I00897,T001,20231015,1855.76,37.0,1324.77
I00898,T001,20230203,2650.76,20.6,883.63
I00899,T003,20200814,1519.63,57.8,776.56
I00900,T002,20220909,2714.87,13.2,2390.21
I00901,T004,20200902,2748.82,99.3,1211.18
I00902,T005,20230109,983.48,83.7,2196.34
I00903,T002,20241031,1510.25,23.6,1615.52
I00904,T004,20220510,2731.46,42.1,852.3
I00905,T003,20211228,517.27,82.6,577.45
I00906,T003,20230107,1931.57,88.8,964.83
I00907,T004,20210518,2577.13,18.1,637.94
I00908,T003,20210406,1006.94,94.6,1186.39
I00909,T004,20200708,786.86,22.7,1568.91
I00910,T002,20230801,1673.22,37.7,793.62
I00911,T005,20220205,2299.13,79.7,2295.08
I00912,T005,20240218,874.85,10.7,1334.6
I00913,T003,20211220,1293.15,74.1,1373.32
I00914,T003,20230113,2511.45,91.8,1462.86
I00915,T003,20240625,2048.88,23.0,1269.14
I00916,T003,20220330,1977.22,60.4,1877.44
I00917,T001,20220820,2866.71,88.7,964.33
I00918,T001,20211106,1730.94,38.3,2420.94
I00919,T004,20210126,2150.07,29.7,972.53
I00920,T002,20200910,1454.78,13.0,1185.45
I00921,T003,20211115,2835.47,60.5,2244.19
I00922,T004,20240109,1916.32,66.3,2339.63
I00923,T003,20200229,1493.77,69.7,1222.6
I00924,T003,20200830,783.19,66.6,591.78
I00925,T001,20231216,1680.61,52.3,750.91
I00926,T003,20231128,1364.17,95.8,1168.46
I00927,T002,20201005,2886.48,73.3,1069.51
I00928,T005,20230121,1959.37,19.7,1454.96
I00929,T005,20240118,2295.5,52.6,1057.77
I00930,T003,20220706,2369.75,81.3,993.19
I00931,T003,20220721,1717.11,27.8,2337.01
I00932,T005,20210325,1088.41,55.5,1785.0
I00933,T002,20210519,1269.39,92.9,1049.62
I00934,T002,20200713,1902.47,14.8,943.6
I00935,T002,20230214,2970.9,47.0,1628.8
I00936,T004,20200620,2143.49,66.1,1508.62
I00937,T001,20241117,1942.47,69.9,2028.56
I00938,T005,20210713,2300.44,20.3,2349.24
I00939,T005,20220408,2453.05,40.7,752.9
I00940,T003,20201209,2915.4,63.7,1614.96
I00941,T005,20230410,1158.66,43.9,1823.49
I00942,T004,20201230,928.39,15.4,678.65
I00943,T001,20220423,2809.66,87.3,1667.23
I00944,T004,20210718,970.42,59.6,1685.75
I00945,T003,20211023,1740.76,94.1,1704.44
I00946,T002,20240506,1876.42,52.6,2262.45
I00947,T005,20221114,2762.67,69.2,1244.23
I00948,T003,20230820,594.46,54.0,2048.66
I00949,T005,20200204,1992.84,71.8,1384.83
I00950,T002,20230616,2671.33,28.1,2302.0
I00951,T005,20210525,2638.48,86.1,1961.1
I00952,T004,20240709,1931.49,32.7,780.38
I00953,T001,20200716,1084.48,97.9,1228.64
I00954,T005,20231129,650.3,23.6,1891.05
I00955,T001,20210515,1385.4,47.9,1811.01
I00956,T005,20220307,2890.43,56.3,1597.87
I00957,T004,20231224,970.37,39.0,2187.17
I00958,T003,20211105,1053.57,25.1,1772.77
I00959,T003,20200409,1586.95,70.8,844.82
I00960,T004,20231225,1179.87,58.3,1086.14
I00961,T002,20210909,1421.36,48.7,1998.11
I00962,T001,20200813,2182.57,38.9,1511.37
I00963,T002,20220915,2395.95,88.7,955.56
I00964,T005,20200325,1713.64,89.2,632.31
I00965,T003,20230621,2053.97,79.6,1788.1
I00966,T005,20220429,2981.27,41.5,1391.31
I00967,T001,20240721,2564.88,26.8,1319.36
I00968,T001,20221129,2312.97,16.7,1747.16
I00969,T003,20211012,2337.02,53.6,2044.08
I00970,T003,20241021,1600.22,15.6,1816.85
I00971,T005,20200428,2180.41,15.3,1857.51
I00972,T004,20220420,1996.69,84.6,2293.68
I00973,T005,20200715,2766.95,72.5,860.92
I00974,T002,20220127,2491.65,78.5,1949.78
I00975,T005,20211102,1610.78,59.1,573.41
I00976,T002,20240330,1337.22,87.5,2260.02
I00977,T003,20230316,2255.46,57.8,1435.56
I00978,T005,20220905,1134.89,80.0,1773.64
I00979,T002,20220904,2039.28,46.4,507.78
I00980,T001,20240610,1604.98,61.2,1991.48
I00981,T004,20210610,1304.4,22.9,1236.85
I00982,T004,20230110,2530.49,53.6,897.85
I00983,T003,20230520,2794.74,97.3,1907.1
I00984,T004,20210924,565.02,54.5,1604.41
I00985,T004,20240629,1882.87,62.2,1702.87
I00986,T003,20210306,2621.67,51.4,848.67
I00987,T003,20201005,1886.16,44.0,2175.77
I00988,T003,20231108,1821.76,38.5,1075.39
I00989,T004,20210803,2549.78,17.2,1464.79
I00990,T003,20240304,2254.97,11.7,1638.73
I00991,T003,20210810,1967.97,51.4,782.16
I00992,T003,20211123,1725.82,81.7,1311.48
I00993,T001,20220724,2927.33,41.3,1523.37
I00994,T005,20211221,1754.66,26.8,1922.48
I00995,T005,20230624,749.49,47.6,2120.09
I00996,T002,20230411,2595.65,94.4,939.95
I00997,T005,20240622,2260.95,88.9,822.37
I00998,T004,20200328,1393.83,15.1,1100.84
I00999,T003,20200907,1472.87,55.4,1736.35
I01000,T003,20221112,1532.76,75.0,1502.39
I01001,T002,20200125,1145.63,47.1,1619.48
I01002,T005,20201027,808.0,32.5,799.72
I01003,T003,20230709,1049.77,84.0,1230.0
I01004,T003,20240513,1362.36,12.2,1040.75
I01005,T001,20200415,2355.66,37.5,595.84
I01006,T003,20210207,1996.37,71.2,797.3
I01007,T003,20240929,1475.15,24.1,1530.65
I01008,T001,20241109,2188.44,73.2,659.55
I01009,T005,20210205,1240.46,25.0,2136.58
I01010,T005,20221123,2185.46,33.9,524.23
I01011,T005,20240613,610.28,91.9,1141.7
I01012,T005,20230615,1536.92,70.9,1608.35
I01013,T003,20230614,2339.27,49.5,2446.31
I01014,T003,20220112,830.36,21.3,2309.51
I01015,T001,20220405,2610.77,23.9,1578.09
I01016,T004,20220814,834.93,53.6,2070.92
I01017,T005,20230621,520.45,40.7,2492.12
I01018,T004,20230129,1672.19,47.9,2294.17
I01019,T002,20231122,1978.65,51.0,1028.68
I01020,T005,20240408,1735.79,23.0,726.7
I01021,T004,20211011,2945.37,62.0,2333.67
I01022,T003,20230424,1626.44,45.6,1884.48
I01023,T004,20220220,2531.32,81.1,1682.28
I01024,T003,20240814,2819.53,75.4,1680.38
I01025,T003,20231225,2866.03,31.5,666.31
I01026,T004,20240623,1198.54,31.5,1159.6
I01027,T001,20230117,1084.32,80.8,609.89
I01028,T002,20241101,1409.49,11.5,752.63
I01029,T005,20200922,2733.18,87.0,1993.82
I01030,T003,20201208,2338.26,26.8,1300.51
I01031,T003,20240113,531.28,31.1,1909.49
I01032,T004,20210209,1624.31,88.3,1909.59
I01033,T003,20201120,1779.25,86.4,1380.29
I01034,T002,20220919,628.22,37.8,2121.16
I01035,T003,20210812,2755.23,86.7,1112.55
I01036,T003,20230911,2361.15,17.4,862.09
I01037,T003,20200502,2608.53,82.5,918.66
I01038,T002,20200618,2889.13,99.8,2349.15
I01039,T003,20220523,2183.36,96.0,2353.27
I01040,T003,20230114,2909.01,52.1,2427.45
I01041,T002,20230902,2184.21,68.0,539.22
I01042,T003,20240602,1031.37,34.7,1193.54
I01043,T004,20220320,2452.94,54.6,974.93
I01044,T004,20230116,1728.54,46.3,914.31
I01045,T005,20210516,1575.37,80.1,1234.13
I01046,T004,20211102,617.82,54.6,1446.43
I01047,T003,20200810,1236.91,50.6,1546.85
I01048,T004,20201129,1675.95,17.7,1785.89
I01049,T002,20220622,1194.78,96.7,1792.71
I01050,T002,20200812,670.24,40.6,1216.58
I01051,T001,20200701,2549.06,16.1,1774.93
I01052,T004,20230818,1557.69,28.1,691.75
I01053,T001,20210406,1014.85,22.0,2026.05
I01054,T002,20241126,1762.74,79.4,1845.11
I01055,T005,20210606,992.77,78.6,2433.21
I01056,T003,20200831,2287.85,49.4,659.57
I01057,T001,20200414,1673.8,14.8,1897.18
I01058,T004,20200727,1508.07,44.8,2123.4
I01059,T005,20201227,1300.51,88.9,1030.49
I01060,T004,20230930,1450.32,40.7,1527.79
I01061,T004,20231106,694.71,84.4,1552.73
