Yield_ID,Crop_ID,Date_ID,Area_Hectares,Yield_kg,Fertilizer_Used,Rainfall_mm
Y00481,C003,20220729,2.0,4036.4,274.9,254.3
Y00482,C001,20201129,3.09,1668.7,148.3,139.3
Y00483,C003,20200128,4.23,3958.7,152.2,200.9
Y00484,C003,20211103,3.4,2305.6,57.8,191.4
Y00485,C003,20241019,2.51,1243.7,246.6,188.6
Y00486,C006,20221106,2.67,983.3,194.5,182.8
Y00487,C007,20200205,2.27,4627.1,151.7,243.5
Y00488,C008,20210427,1.02,1120.4,169.2,221.7
Y00489,C008,20240516,2.26,2374.6,282.3,193.6
Y00490,C004,20210420,1.96,3231.5,228.4,111.5
Y00491,C004,20220131,1.14,4427.0,72.2,141.2
Y00492,C006,20200320,3.41,4025.7,217.9,72.8
Y00493,C005,20200216,1.81,934.4,74.5,284.9
Y00494,C007,20240808,2.99,2498.2,153.4,85.4
Y00495,C008,20231101,1.63,2099.4,215.2,100.9
Y00496,C007,20210919,4.24,2317.7,155.3,298.7
Y00497,C001,20241125,1.97,4833.0,173.1,205.2
Y00498,C003,20210317,2.13,2688.4,90.4,214.8
Y00499,C007,20210502,4.19,2387.1,104.7,72.2
Y00500,C006,20210924,4.79,1230.4,117.9,194.5
Y00501,C006,20230808,2.74,3692.5,207.5,123.7
Y00502,C001,20200112,4.34,2965.0,132.4,267.0
Y00503,C005,20231008,4.41,4533.3,226.8,228.7
Y00504,C007,20210126,2.11,1346.5,178.3,95.5
Y00505,C005,20230914,3.26,529.9,163.4,104.7
Y00506,C002,20220620,1.57,1729.0,91.9,91.2
Y00507,C007,20230202,4.05,3629.3,139.9,193.2
Y00508,C008,20201023,3.83,1143.1,86.8,274.7
Y00509,C008,20230220,1.54,696.9,121.0,293.8
Y00510,C005,20230619,3.46,4725.7,197.8,265.5
Y00511,C004,20231027,3.13,3363.8,268.8,61.6
Y00512,C002,20240506,1.85,4561.1,248.5,298.6
Y00513,C002,20230517,1.2,2957.4,296.5,131.4
Y00514,C005,20240530,3.67,726.4,284.9,223.9
Y00515,C003,20221225,4.36,1279.2,79.2,152.6
Y00516,C005,20220427,4.16,1828.7,295.5,273.9
Y00517,C007,20230930,1.36,2297.0,279.0,276.5
Y00518,C008,20240308,2.57,4388.4,162.6,64.3
Y00519,C005,20200517,3.03,4440.7,80.2,117.6
Y00520,C004,20200824,3.39,3457.6,107.7,264.6
Y00521,C004,20230907,1.51,4418.4,156.2,144.1
Y00522,C001,20240429,2.02,2175.0,211.4,110.7
Y00523,C007,20200825,4.28,1335.8,229.2,80.2
Y00524,C004,20210823,4.61,4109.8,211.6,266.8
Y00525,C003,20240909,3.16,687.0,280.5,142.4
Y00526,C005,20241206,1.17,2817.4,157.3,58.3
Y00527,C003,20201008,4.18,2500.3,75.1,282.2
Y00528,C005,20241223,4.12,592.9,124.3,260.3
Y00529,C004,20241007,1.25,4211.9,99.6,113.0
Y00530,C002,20240921,4.81,3871.9,216.7,90.9
Y00531,C006,20231208,3.79,2496.3,293.6,286.6
Y00532,C008,20200117,3.96,601.1,204.0,136.6
Y00533,C005,20230405,2.79,3717.7,159.2,292.4
Y00534,C002,20210618,1.64,1052.1,85.4,219.6
Y00535,C008,20230413,1.85,2598.3,290.1,270.8
Y00536,C006,20220611,4.47,4427.5,285.4,102.8
Y00537,C008,20220305,2.03,1475.1,278.9,287.6
Y00538,C001,20200922,4.21,3405.5,298.5,62.5
Y00539,C005,20240313,4.44,1861.6,79.6,299.5
Y00540,C002,20230904,2.23,3497.3,159.6,208.4
Y00541,C003,20210826,3.38,4386.5,94.5,191.7
Y00542,C004,20210403,3.0,4434.6,288.9,142.7
Y00543,C005,20241205,4.05,533.9,92.1,284.3
Y00544,C007,20231021,4.62,4207.4,155.5,63.5
Y00545,C001,20240418,4.43,3173.1,263.4,195.3
Y00546,C001,20220529,1.81,730.9,123.4,90.1
Y00547,C006,20240312,2.7,1106.4,216.0,180.8
Y00548,C007,20200304,1.61,4489.5,165.8,122.8
Y00549,C005,20220630,2.38,898.6,146.5,283.2
Y00550,C007,20220424,1.99,695.7,256.9,65.2
Y00551,C006,20210315,2.17,2191.6,101.3,69.0
Y00552,C004,20240421,1.58,1371.2,258.2,176.1
Y00553,C002,20240603,3.8,4085.8,143.0,132.3
Y00554,C006,20201016,3.74,4164.5,115.9,200.3
Y00555,C004,20240407,4.91,3852.5,123.3,274.4
Y00556,C001,20230222,2.39,1264.0,85.0,200.0
Y00557,C002,20200117,4.37,3690.3,209.6,164.8
Y00558,C007,20211201,4.5,2363.2,108.2,104.8
Y00559,C008,20211206,1.76,1543.2,190.7,96.5
Y00560,C006,20200217,4.94,4580.2,89.9,294.3
Y00561,C008,20200318,3.47,638.1,266.3,217.5
Y00562,C002,20220910,2.85,1091.1,115.4,114.4
Y00563,C004,20201125,1.64,1767.9,214.4,103.6
Y00564,C001,20200412,4.32,2259.2,117.5,85.3
Y00565,C007,20210202,3.87,1530.8,163.8,187.8
Y00566,C007,20210101,4.7,3734.6,268.0,289.8
Y00567,C005,20220831,1.33,2575.0,262.5,177.8
Y00568,C002,20200809,4.83,1536.6,225.8,78.7
Y00569,C005,20200829,4.06,978.2,244.1,131.4
Y00570,C001,20230822,3.21,2912.7,227.6,199.6
Y00571,C003,20220613,3.64,2866.0,93.8,65.6
Y00572,C004,20210424,2.89,1710.8,266.4,124.4
Y00573,C007,20231126,4.3,2146.7,176.3,120.5
Y00574,C007,20210312,3.84,4543.7,169.4,142.8
Y00575,C007,20220805,1.41,840.0,120.0,204.5
Y00576,C005,20220102,1.95,3482.6,100.8,156.5
Y00577,C008,20240514,4.54,4473.9,122.5,104.6
Y00578,C006,20200627,4.63,2511.8,91.1,184.5
Y00579,C008,20230110,4.23,2414.6,149.1,139.2
Y00580,C007,20240531,3.57,2653.7,204.8,89.0
Y00581,C006,20201125,4.15,2812.5,211.3,228.6
Y00582,C007,20221229,3.86,2763.9,169.1,127.1
Y00583,C005,20220127,2.05,1316.2,66.0,207.5
Y00584,C006,20221127,1.99,4236.7,267.2,160.1
Y00585,C002,20230607,3.85,1131.4,217.1,77.8
Y00586,C008,20211105,4.55,4301.1,236.3,60.9
Y00587,C002,20231006,2.29,3158.4,164.9,210.0
Y00588,C007,20240611,1.04,3817.4,275.4,285.2
Y00589,C005,20230911,1.31,661.5,63.7,205.5
Y00590,C005,20240710,2.0,4718.7,58.5,128.1
Y00591,C003,20230107,1.13,3732.0,50.5,106.1
Y00592,C001,20210618,3.94,3837.9,199.9,95.5
Y00593,C008,20240314,2.34,940.7,184.0,281.7
Y00594,C001,20200529,1.69,850.6,219.1,53.4
Y00595,C001,20241015,3.57,2744.0,221.5,249.2
Y00596,C007,20231011,1.86,1997.3,288.9,63.9
Y00597,C002,20210211,2.63,3769.3,173.6,105.8
Y00598,C003,20200205,2.36,2385.5,148.3,126.0
Y00599,C004,20220106,3.59,2241.7,288.0,163.2
Y00600,C003,20211007,3.65,560.3,68.5,172.3
Y00601,C005,20210601,3.5,2070.3,75.7,195.8
Y00602,C005,20240514,4.02,4312.0,285.4,260.5
Y00603,C004,20231116,4.07,4105.5,146.2,59.5
Y00604,C003,20220221,4.49,1010.1,78.0,211.0
Y00605,C007,20230708,1.33,1815.2,73.0,296.9
Y00606,C007,20230507,4.57,3497.5,147.4,121.5
Y00607,C008,20240824,3.6,3889.7,164.5,179.4
Y00608,C003,20230411,3.99,4347.7,61.8,211.2
Y00609,C007,20240409,2.92,3384.7,218.4,94.1
Y00610,C007,20230920,1.75,2216.5,188.9,144.2
Y00611,C008,20230126,2.07,1677.4,261.7,90.0
Y00612,C002,20211224,2.78,2756.3,274.0,182.8
Y00613,C001,20211106,1.33,1756.5,242.6,255.7
Y00614,C003,20230507,3.97,3613.0,170.4,231.8
Y00615,C005,20210717,3.57,4083.1,291.7,284.0
Y00616,C008,20241014,4.0,3157.6,165.2,212.3
Y00617,C006,20220927,3.08,3343.5,165.7,91.9
Y00618,C006,20240725,4.95,2657.0,92.3,165.8
Y00619,C002,20220808,1.04,2355.7,225.9,225.5
Y00620,C008,20240914,1.83,2681.6,52.5,116.9
Y00621,C006,20200614,1.09,4524.4,205.1,294.2
Y00622,C001,20241121,4.43,2200.2,111.0,215.4
Y00623,C001,20240907,1.09,1991.5,70.8,173.1
Y00624,C004,20240725,1.04,1262.7,170.0,248.3
Y00625,C008,20211210,3.95,2462.2,149.3,169.3
Y00626,C006,20220626,4.05,925.1,229.5,229.6
Y00627,C005,20220419,1.31,1339.2,160.3,151.6
Y00628,C004,20201210,4.1,3243.2,231.7,276.8
Y00629,C005,20230426,2.17,4790.5,248.3,202.1
Y00630,C007,20210726,2.77,3690.3,105.6,114.7
Y00631,C004,20240108,2.91,747.6,76.3,90.8
Y00632,C007,20210512,4.97,2588.8,276.0,285.5
Y00633,C006,20240529,4.51,871.1,239.4,244.2
Y00634,C006,20240725,3.05,3883.2,101.9,214.0
Y00635,C002,20240112,1.9,2128.6,161.6,149.7
Y00636,C002,20220429,2.05,4618.6,192.2,121.8
Y00637,C005,20220426,3.7,2832.8,233.9,139.8
Y00638,C007,20240220,3.97,1934.3,105.6,176.9
Y00639,C002,20200522,1.21,4094.7,108.8,160.1
Y00640,C008,20200513,3.7,2454.4,102.1,221.0
Y00641,C004,20230809,4.58,3495.9,211.6,209.6
Y00642,C003,20210810,1.87,868.2,170.3,69.8
Y00643,C002,20200413,4.87,2517.0,78.2,261.8
Y00644,C005,20240416,1.24,1610.7,232.8,182.9
Y00645,C007,20200923,1.97,2235.3,187.9,64.7
Y00646,C003,20230907,1.93,779.4,198.7,188.0
Y00647,C001,20240202,3.11,3922.6,214.6,147.6
Y00648,C005,20201113,4.77,1954.0,159.3,165.5
Y00649,C003,20200201,1.47,4719.9,261.2,297.0
Y00650,C005,20210825,2.46,2365.8,297.3,198.2
Y00651,C007,20231207,4.62,1922.5,287.4,184.5
Y00652,C006,20230819,3.36,3410.4,95.3,98.2
Y00653,C002,20230619,1.41,886.2,299.0,159.4
Y00654,C001,20230306,3.18,1708.6,225.3,82.4
Y00655,C007,20210121,3.09,2105.1,87.9,265.0
Y00656,C002,20231024,1.24,818.4,50.6,165.7
Y00657,C001,20240628,3.88,4459.4,235.7,91.9
Y00658,C007,20200929,1.69,3038.7,236.2,190.8
Y00659,C005,20220621,1.93,3568.2,183.8,203.5
Y00660,C004,20200205,4.4,730.8,78.8,283.6
Y00661,C006,20230731,4.4,3204.4,198.4,201.6
Y00662,C003,20210401,2.99,4221.5,137.6,70.2
Y00663,C002,20210901,1.66,966.9,280.7,273.3
Y00664,C006,20210213,4.2,3259.2,52.6,136.1
Y00665,C006,20210204,1.19,4148.6,171.6,169.9
Y00666,C003,20230326,2.69,3501.6,164.4,191.6
Y00667,C006,20230210,3.37,2499.1,226.7,204.0
Y00668,C003,20210905,3.55,4440.0,249.3,202.2
Y00669,C006,20211218,1.5,1022.4,212.1,122.6
Y00670,C002,20200927,4.45,3842.1,196.4,268.6
Y00671,C005,20220918,3.1,1067.9,157.7,276.3
Y00672,C007,20200909,4.59,4019.8,261.7,273.5
Y00673,C006,20230718,3.65,4851.2,164.2,182.9
Y00674,C008,20210803,4.55,3232.1,91.4,66.9
Y00675,C006,20211019,2.74,540.8,191.7,62.8
Y00676,C008,20200617,1.51,1333.4,122.4,276.6
Y00677,C007,20220701,1.74,618.0,160.6,259.2
Y00678,C003,20220602,2.36,2584.4,168.3,250.6
Y00679,C007,20230309,3.65,4144.5,147.1,121.8
Y00680,C006,20201103,2.66,4495.4,172.2,281.5
Y00681,C005,20240727,3.92,2395.6,208.6,264.9
Y00682,C007,20220729,1.9,3670.6,247.7,144.1
Y00683,C003,20211116,1.13,3772.4,243.4,213.9
Y00684,C005,20231211,2.94,3309.9,231.6,260.9
Y00685,C007,20240107,3.17,2874.4,242.6,71.2
Y00686,C008,20211001,2.72,2433.1,184.7,213.3
Y00687,C007,20240429,3.56,4676.4,55.5,239.0
Y00688,C005,20210521,3.84,2354.8,200.6,198.0
Y00689,C008,20240822,1.22,2542.1,279.4,221.0
Y00690,C002,20240110,4.75,3258.1,155.7,80.0
Y00691,C002,20200403,3.26,1255.8,207.3,173.9
Y00692,C008,20230203,2.97,3826.0,175.2,157.9
Y00693,C001,20210616,4.25,4144.0,269.2,241.7
Y00694,C006,20221125,4.6,3891.7,130.6,264.8
Y00695,C004,20220202,4.5,4691.3,190.9,212.3
Y00696,C001,20230306,4.11,4538.9,211.5,180.3
Y00697,C004,20240123,2.08,1136.6,200.6,92.5
Y00698,C006,20221108,2.39,4981.7,120.9,274.2
Y00699,C008,20210328,3.38,850.4,261.6,227.1
Y00700,C003,20211011,2.54,4617.5,209.8,87.8
Y00701,C008,20210228,4.54,1647.1,249.8,257.6
Y00702,C004,20231205,3.35,4807.0,273.5,297.8
Y00703,C005,20220719,1.66,4441.9,251.7,267.6
Y00704,C002,20241204,3.48,4158.8,154.5,105.0
Y00705,C001,20211110,1.9,1812.4,95.7,199.7
Y00706,C007,20211001,1.89,4062.3,246.3,110.9
Y00707,C004,20201126,4.93,2450.0,71.9,171.2
Y00708,C006,20210329,3.55,4721.5,147.1,122.3
Y00709,C001,20231104,1.22,1587.0,72.2,75.6
Y00710,C003,20220622,1.44,3704.6,209.0,141.8
Y00711,C006,20230522,1.47,1642.6,105.4,265.2
Y00712,C002,20240914,1.31,553.5,258.3,174.2
Y00713,C007,20211109,4.98,3707.9,190.4,212.5
Y00714,C008,20230917,1.45,3215.1,203.0,176.0
Y00715,C002,20210715,2.75,3368.6,147.8,101.9
Y00716,C005,20201119,2.17,1457.5,202.5,89.6
Y00717,C002,20231011,4.17,2184.8,199.0,119.0
Y00718,C005,20210405,1.35,4569.1,123.3,226.9
Y00719,C003,20231103,3.8,780.7,247.6,156.1
Y00720,C006,20220307,3.8,3012.6,101.9,174.8
Y00721,C007,20240721,4.83,1251.2,278.1,114.2
Y00722,C006,20231130,2.43,1780.7,136.7,186.0
Y00723,C001,20231217,4.95,4337.2,117.5,194.3
Y00724,C006,20200630,4.62,4021.3,240.4,112.9
Y00725,C005,20230626,3.88,3623.8,135.5,179.2
Y00726,C005,20240705,4.67,4889.9,154.0,183.9
Y00727,C003,20241203,2.62,3777.6,207.1,83.5
Y00728,C004,20201106,2.94,2503.0,218.5,164.5
Y00729,C004,20200315,2.6,1824.8,168.6,81.8
Y00730,C006,20241227,4.7,1793.7,262.3,295.0
Y00731,C004,20200219,1.73,3997.9,201.9,129.8
Y00732,C006,20221006,1.76,4254.6,59.6,186.9
Y00733,C007,20230510,1.23,1344.2,298.4,111.7
Y00734,C007,20220901,4.63,2835.9,71.8,257.7
Y00735,C001,20230526,1.47,3210.4,113.7,254.3
Y00736,C001,20210430,4.72,4216.5,59.1,94.2
Y00737,C001,20201214,4.16,3961.9,262.1,244.3
Y00738,C006,20221009,2.77,1595.2,277.0,234.1
Y00739,C004,20231127,1.27,1424.1,120.5,255.5
Y00740,C007,20230505,3.29,2085.3,220.3,101.9
Y00741,C006,20201102,1.17,1732.9,230.2,281.0
Y00742,C008,20241001,3.96,4446.5,80.8,184.4
Y00743,C007,20210609,2.39,2810.2,137.6,68.9
Y00744,C001,20200711,3.59,761.6,234.4,71.5
Y00745,C001,20210629,4.19,4255.3,213.4,113.9
Y00746,C002,20230902,1.27,2772.6,278.8,168.5
Y00747,C001,20240403,1.46,2577.1,223.5,201.9
Y00748,C007,20200510,1.34,4728.6,120.1,164.6
Y00749,C003,20230607,3.82,3773.8,165.5,275.3
Y00750,C002,20220503,4.49,4656.6,250.0,124.8
Y00751,C001,20210107,4.35,2376.5,61.4,88.5
Y00752,C007,20221019,1.18,2505.7,53.4,142.5
Y00753,C008,20221028,4.87,3286.2,210.1,172.8
Y00754,C006,20220403,2.33,2010.2,128.4,277.3
Y00755,C002,20231119,2.11,1187.0,112.8,153.9
Y00756,C007,20241011,3.59,3513.0,101.8,89.5
Y00757,C002,20240702,2.51,859.4,107.0,220.7
Y00758,C002,20220106,2.35,3621.8,116.2,218.1
Y00759,C006,20210506,3.3,1055.8,152.6,272.7
Y00760,C005,20200131,1.76,3908.7,215.5,97.7
Y00761,C006,20200710,3.18,638.4,295.6,271.0
Y00762,C001,20210623,4.25,4490.5,220.2,178.1
Y00763,C001,20210405,3.06,556.0,244.4,72.7
Y00764,C004,20200403,2.73,1047.5,93.5,83.0
Y00765,C008,20210809,2.52,2903.0,212.1,205.4
Y00766,C008,20200207,3.28,2029.7,167.2,103.4
Y00767,C008,20230326,2.81,3792.1,65.8,275.5
Y00768,C008,20200103,2.26,4474.6,56.6,207.5
Y00769,C008,20240601,1.57,4331.1,136.2,278.7
Y00770,C001,20220221,3.51,4710.1,108.7,154.2
Y00771,C007,20221104,3.02,3738.0,294.8,151.8
Y00772,C007,20230618,3.48,2228.2,200.9,174.8
Y00773,C005,20230804,3.21,1442.9,202.7,188.0
Y00774,C005,20200420,3.46,1488.2,111.8,146.5
Y00775,C002,20220306,1.56,4623.3,250.8,121.7
Y00776,C005,20200527,3.78,3828.3,158.6,285.0
Y00777,C003,20210702,1.75,2867.3,283.9,53.9
Y00778,C007,20230308,3.14,1149.0,295.3,243.9
Y00779,C006,20240722,2.82,4247.5,201.6,185.3
Y00780,C004,20230930,4.38,718.2,239.3,128.6
Y00781,C002,20240718,3.14,3239.2,141.4,146.8
Y00782,C005,20231023,1.41,3273.0,100.7,195.2
Y00783,C002,20200113,1.02,2819.4,229.8,187.4
Y00784,C002,20200404,1.41,954.4,146.2,91.0
Y00785,C001,20220720,2.3,1926.2,288.5,214.9
Y00786,C005,20240224,3.13,3010.4,228.9,278.4
Y00787,C003,20220218,3.05,972.7,79.6,68.0
Y00788,C007,20220402,1.67,3382.8,261.2,115.4
Y00789,C004,20220219,3.14,4478.2,147.3,158.8
Y00790,C001,20230825,1.23,3678.2,254.5,82.8
Y00791,C007,20240603,4.01,3890.5,140.3,142.7
Y00792,C002,20230614,4.69,3056.5,141.1,234.5
Y00793,C001,20231128,2.74,1557.2,127.1,231.5
Y00794,C005,20230605,4.68,894.2,229.6,280.9
Y00795,C004,20230304,3.68,4264.9,64.3,150.7
Y00796,C003,20231012,2.58,2981.8,239.0,103.3
Y00797,C005,20241006,4.52,1164.9,55.9,276.8
Y00798,C004,20210212,3.6,2514.8,212.9,108.8
Y00799,C003,20230128,1.25,4857.9,145.0,83.8
Y00800,C002,20200520,3.27,4185.8,93.8,91.1
Y00801,C007,20200730,4.98,941.9,74.2,70.6
Y00802,C003,20220621,2.82,672.3,173.5,196.7
Y00803,C007,20240610,1.15,4644.1,119.6,254.7
Y00804,C008,20211021,4.62,3573.5,76.8,293.6
Y00805,C001,20200817,4.12,4932.5,290.6,213.0
Y00806,C008,20240925,4.19,643.7,175.0,208.3
Y00807,C001,20211102,3.28,2835.8,281.6,88.8
Y00808,C002,20210921,3.03,4224.7,191.5,241.3
Y00809,C004,20211016,3.14,3129.9,149.8,147.9
Y00810,C003,20210513,1.5,4028.4,227.1,221.9
Y00811,C004,20240311,2.73,1578.5,129.9,111.7
Y00812,C004,20200215,4.52,948.7,241.2,67.8
Y00813,C001,20230116,1.43,1912.8,141.7,232.4
Y00814,C008,20230116,2.42,3755.7,176.6,110.5
Y00815,C004,20210331,3.88,2841.5,224.9,113.5
Y00816,C005,20241024,2.06,2367.1,144.3,224.2
Y00817,C002,20211102,1.41,2102.3,97.2,235.1
Y00818,C004,20230306,1.82,500.7,200.6,217.6
Y00819,C007,20241008,4.9,3790.0,95.3,282.0
Y00820,C005,20240820,1.13,3293.8,86.4,281.6
Y00821,C007,20240106,4.36,3129.5,242.3,234.7
Y00822,C004,20200122,1.32,3464.8,194.7,158.9
Y00823,C006,20200320,4.41,4919.0,238.4,115.2
Y00824,C008,20240627,4.25,2724.9,162.8,63.9
Y00825,C005,20220325,3.53,1024.6,293.9,162.3
Y00826,C004,20241116,3.31,1896.1,270.6,76.0
Y00827,C004,20200708,1.86,4637.9,136.5,268.1
Y00828,C008,20221019,4.14,683.3,190.2,144.5
Y00829,C003,20230411,4.44,2451.0,251.6,119.3
Y00830,C005,20220606,2.79,2174.9,224.1,253.2
Y00831,C005,20240823,2.53,3618.7,233.3,98.8
Y00832,C002,20200408,1.1,1735.2,224.9,103.6
Y00833,C001,20240419,1.98,4333.2,87.0,153.7
Y00834,C008,20201207,3.13,2894.9,148.9,270.8
Y00835,C002,20220121,1.17,1962.5,171.5,258.5
Y00836,C008,20210124,2.34,3597.7,230.4,144.5
Y00837,C005,20240717,1.1,856.9,155.5,257.9
Y00838,C005,20200502,1.1,4238.4,177.1,116.6
Y00839,C006,20230817,1.51,1734.6,190.4,127.3
Y00840,C002,20220417,3.09,913.0,117.6,56.6
Y00841,C001,20240701,2.92,917.3,77.6,108.2
Y00842,C001,20201006,1.66,2272.3,295.6,71.0
Y00843,C004,20221116,3.69,1528.1,278.8,267.9
Y00844,C004,20220420,1.31,592.8,277.3,276.2
Y00845,C006,20220611,1.86,3096.8,97.9,82.1
Y00846,C005,20231219,1.82,3477.6,196.4,134.2
Y00847,C005,20230318,1.29,1883.2,186.0,99.4
Y00848,C002,20240515,1.64,4404.7,116.9,194.9
Y00849,C001,20230830,2.21,1431.7,240.9,288.7
Y00850,C007,20220227,3.58,1339.9,108.3,239.8
Y00851,C006,20230624,4.82,1158.7,237.2,199.0
Y00852,C008,20211114,3.73,1779.9,189.6,200.3
Y00853,C003,20241221,1.65,3697.8,181.5,106.8
Y00854,C008,20201212,2.22,1588.4,264.5,293.6
Y00855,C001,20230824,3.24,4995.7,269.3,59.7
Y00856,C005,20230311,3.89,4882.2,125.6,236.1
Y00857,C002,20230113,4.35,2094.6,109.6,282.5
Y00858,C002,20230418,1.4,722.8,266.0,218.0
Y00859,C007,20240729,3.28,1780.9,269.7,95.7
Y00860,C006,20221027,4.71,4918.4,240.6,249.0
Y00861,C004,20240724,3.88,3111.9,186.0,241.1
Y00862,C002,20241012,1.36,2632.2,117.6,137.3
Y00863,C007,20230709,3.28,4371.0,175.2,229.7
Y00864,C003,20220204,4.75,3459.2,228.2,83.9
Y00865,C002,20240604,4.4,1225.8,255.6,252.8
Y00866,C008,20241022,2.17,3328.8,160.0,214.6
Y00867,C005,20201219,3.92,730.7,60.1,76.0
Y00868,C008,20220829,3.27,2815.8,253.4,299.7
Y00869,C003,20211103,1.03,523.7,231.5,284.8
Y00870,C004,20240313,2.53,638.0,256.8,163.6
Y00871,C006,20200808,4.47,2996.3,290.7,113.4
Y00872,C003,20200517,4.95,1990.0,286.1,153.1
Y00873,C008,20240327,3.21,3331.7,99.1,229.9
Y00874,C002,20231213,3.96,4480.6,94.1,228.1
Y00875,C001,20231204,3.78,2766.9,52.0,164.9
Y00876,C006,20200316,3.37,2218.5,136.9,107.0
Y00877,C008,20231214,2.05,3728.9,117.6,171.2
Y00878,C002,20200614,4.54,1132.1,122.3,243.2
Y00879,C004,20230311,4.03,1773.9,112.7,213.1
Y00880,C005,20200306,3.82,4411.9,160.8,262.0
Y00881,C005,20230808,3.77,1897.1,167.4,244.1
Y00882,C002,20231020,3.54,4091.0,231.5,252.2
Y00883,C007,20200916,4.77,1478.6,79.9,90.8
Y00884,C001,20210208,1.63,2759.0,67.3,298.9
Y00885,C002,20230613,4.68,1352.6,127.4,282.3
Y00886,C008,20201204,3.2,3004.8,122.7,96.9
Y00887,C002,20201010,2.23,1460.4,191.1,209.7
Y00888,C001,20231217,2.05,2087.5,153.7,128.8
Y00889,C008,20240718,1.05,4957.0,275.6,139.3
Y00890,C004,20200706,4.01,3454.9,55.0,171.8
Y00891,C003,20220711,4.77,3850.7,114.0,130.8
Y00892,C003,20220117,3.5,1004.9,180.7,275.6
Y00893,C007,20200712,2.14,764.4,69.9,177.6
Y00894,C006,20210111,3.69,1726.3,285.3,116.8
Y00895,C007,20240221,4.37,2913.0,217.3,184.5
Y00896,C005,20230903,1.42,989.6,85.6,250.7
Y00897,C006,20231127,4.62,700.2,183.9,53.1
Y00898,C003,20210612,4.86,3257.5,263.3,166.2
Y00899,C004,20220720,4.9,2850.4,88.3,200.1
Y00900,C005,20240607,4.02,801.6,264.1,157.0
Y00901,C003,20240118,3.11,4470.7,103.3,118.8
Y00902,C003,20240831,3.14,780.0,171.7,247.4
Y00903,C006,20230403,2.03,869.2,152.1,248.6
Y00904,C002,20200504,4.63,4783.4,188.9,219.6
Y00905,C006,20210822,2.46,821.9,251.3,292.1
Y00906,C005,20210323,3.11,1296.4,104.1,178.0
Y00907,C002,20230627,1.55,3253.1,170.5,156.3
Y00908,C003,20200831,1.74,4411.7,195.6,183.2
Y00909,C001,20211012,1.08,4915.5,145.3,192.5
Y00910,C007,20211222,4.86,4337.0,287.0,239.1
Y00911,C008,20210908,3.64,977.8,52.6,133.8
Y00912,C005,20230903,4.76,3164.0,232.9,101.2
Y00913,C002,20230628,4.65,2783.6,230.2,205.1
Y00914,C008,20220207,2.56,3283.0,187.0,75.8
Y00915,C007,20240424,2.9,3408.4,117.4,88.7
Y00916,C002,20231214,2.4,3428.7,236.4,71.1
Y00917,C002,20240222,1.79,1330.2,117.1,123.5
Y00918,C008,20241208,1.14,3912.2,207.8,207.4
Y00919,C007,20241109,2.58,4805.5,167.9,244.6
Y00920,C005,20230222,1.91,2013.5,76.2,86.3
Y00921,C003,20210129,3.42,3646.9,65.2,172.5
Y00922,C008,20240201,2.82,3504.5,153.5,157.2
Y00923,C008,20241223,1.56,1401.5,234.7,139.6
Y00924,C005,20230924,2.93,2156.4,274.1,57.2
Y00925,C001,20221127,4.07,3003.6,194.1,159.8
Y00926,C007,20200128,3.41,1553.9,203.9,251.4
Y00927,C001,20240211,3.76,2154.2,126.5,296.9
Y00928,C002,20240405,2.33,3939.6,61.4,272.5
Y00929,C005,20240316,1.47,3792.8,143.3,123.2
Y00930,C001,20240224,3.53,2983.7,174.9,115.8
Y00931,C002,20211204,1.7,4865.7,88.2,130.2
Y00932,C005,20200719,1.38,2202.7,257.1,101.7
Y00933,C004,20200112,1.97,4628.6,197.0,254.7
Y00934,C003,20240315,3.8,3519.6,126.9,211.1
Y00935,C007,20200711,4.06,4523.9,79.4,271.0
Y00936,C007,20241109,3.33,3685.8,261.7,224.9
Y00937,C001,20200117,4.33,2643.0,154.2,205.5
Y00938,C005,20210521,2.05,649.8,62.4,80.1
Y00939,C007,20201230,4.36,4321.6,166.2,183.9
Y00940,C007,20230225,4.09,1681.5,120.3,151.2
Y00941,C001,20220304,2.57,524.6,67.0,172.3
Y00942,C007,20230428,3.76,1004.4,187.3,121.2
Y00943,C001,20200413,3.65,4150.0,281.7,79.8
Y00944,C005,20220804,2.08,3407.1,208.6,102.3
Y00945,C001,20220301,3.14,3340.2,181.9,201.0
Y00946,C005,20230920,4.36,4286.6,124.5,126.9
Y00947,C007,20220213,1.24,1578.1,216.0,105.7
Y00948,C007,20200504,3.43,703.7,80.1,291.9
Y00949,C006,20211127,1.95,616.9,100.3,228.7
Y00950,C007,20200514,4.86,3570.2,255.9,233.2
Y00951,C005,20200620,3.66,3233.0,174.5,78.1
Y00952,C008,20200905,3.46,704.7,137.1,206.5
Y00953,C002,20230210,1.64,2652.4,241.6,161.5
Y00954,C007,20210811,3.4,2033.1,204.3,165.2
Y00955,C003,20210123,1.38,1814.6,85.5,197.2
Y00956,C007,20241202,2.93,2424.7,69.1,85.0
Y00957,C003,20201026,1.74,889.7,94.0,151.2
Y00958,C006,20220615,4.52,4250.3,266.1,108.9
Y00959,C007,20220801,3.46,614.9,280.8,122.4
Y00960,C006,20200310,1.23,3839.4,161.2,250.4
Y00961,C002,20200112,3.08,3875.0,204.6,168.0
Y00962,C003,20200807,1.05,1711.0,254.7,77.6
Y00963,C007,20240818,4.99,987.1,195.0,227.5
